State,Suburb_Name,incident_count,eo,forecast,forecastaccuracy,risk,top_mechanism_1,top_mechanism_2,count_mechanism_1,count_mechanism_2,mechanism_per_1,mechanism_per_2,updated_on
Australian Capital Territory,Mawson,35,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,9,0,0,2021-07-18 08:36:47.865692+00:67
Australian Capital Territory,McKellar,28,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,13,0,0,2021-07-18 08:36:47.865692+00:68
Australian Capital Territory,Melba,23,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,8,0,0,2021-07-18 08:36:47.865692+00:69
Australian Capital Territory,Mitchell ,31,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,18,13,0,0,2021-07-18 08:36:47.865692+00:70
Australian Capital Territory,Monash ,25,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,5,0,0,2021-07-18 08:36:47.865692+00:71
Australian Capital Territory,Narrabundah,12,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,10,0,0,2021-07-18 08:36:47.865692+00:72
Australian Capital Territory,Ngunnawal,31,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,9,0,0,2021-07-18 08:36:47.865692+00:73
Australian Capital Territory,Nicholls,31,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,10,0,0,2021-07-18 08:36:47.865692+00:74
Australian Capital Territory,O'Connor ,15,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,5,0,0,2021-07-18 08:36:47.865692+00:75
Australian Capital Territory,O'Malley,12,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,15,6,0,0,2021-07-18 08:36:47.865692+00:76
Australian Capital Territory,Oaks Estate,20,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,5,0,0,2021-07-18 08:36:47.865692+00:77
Australian Capital Territory,Oxley ,19,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,11,0,0,2021-07-18 08:36:47.865692+00:78
Australian Capital Territory,Page,24,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,10,0,0,2021-07-18 08:36:47.865692+00:79
Australian Capital Territory,Palmerston ,19,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,15,11,0,0,2021-07-18 08:36:47.865692+00:80
Australian Capital Territory,Parkes ,18,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,8,0,0,2021-07-18 08:36:47.865692+00:81
Australian Capital Territory,Pearce,13,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,6,0,0,2021-07-18 08:36:47.865692+00:82
Australian Capital Territory,Phillip,26,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,7,0,0,2021-07-18 08:36:47.865692+00:83
Australian Capital Territory,Pialligo,11,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,15,11,0,0,2021-07-18 08:36:47.865692+00:84
Australian Capital Territory,Red Hill ,18,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,15,14,0,0,2021-07-18 08:36:47.865692+00:85
Australian Capital Territory,Reid ,18,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,7,0,0,2021-07-18 08:36:47.865692+00:86
Australian Capital Territory,Richardson,30,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,8,0,0,2021-07-18 08:36:47.865692+00:87
Australian Capital Territory,Rivett,28,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,14,0,0,2021-07-18 08:36:47.865692+00:88
Australian Capital Territory,Scullin,19,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,7,0,0,2021-07-18 08:36:47.865692+00:89
Australian Capital Territory,Spence ,22,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,8,0,0,2021-07-18 08:36:47.865692+00:90
Australian Capital Territory,Stirling ,18,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,12,0,0,2021-07-18 08:36:47.865692+00:91
Australian Capital Territory,Symonston,32,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,18,12,0,0,2021-07-18 08:36:47.865692+00:92
Australian Capital Territory,Tharwa,33,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,5,0,0,2021-07-18 08:36:47.865692+00:93
Australian Capital Territory,Theodore ,25,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,14,0,0,2021-07-18 08:36:47.865692+00:94
Australian Capital Territory,Torrens,15,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,12,0,0,2021-07-18 08:36:47.865692+00:95
Australian Capital Territory,Turner,23,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,18,7,0,0,2021-07-18 08:36:47.865692+00:96
Australian Capital Territory,Wanniassa,22,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,17,7,0,0,2021-07-18 08:36:47.865692+00:97
Australian Capital Territory,Waramanga,33,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,18,6,0,0,2021-07-18 08:36:47.865692+00:98
Australian Capital Territory,Watson,13,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,20,14,0,0,2021-07-18 08:36:47.865692+00:99
Australian Capital Territory,Weetangera,23,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,13,0,0,2021-07-18 08:36:47.865692+00:100
Australian Capital Territory,Weston ,26,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,16,5,0,0,2021-07-18 08:36:47.865692+00:101
Australian Capital Territory,Yarralumla,35,0,0,0,No Risk, Being hit by moving objects,Hitting objects with a part of the body,19,14,0,0,2021-07-18 08:36:47.865692+00:102
