State,Suburb_Name,incident_count,eo,forecast,forecastaccuracy,risk,top_mechanism_1,top_mechanism_2,count_mechanism_1,count_mechanism_2,mechanism_per_1,mechanism_per_2,updated_on
Western Australia,Bickley,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:64
Western Australia,Bicton,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:65
Western Australia,Big Grove,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:66
Western Australia,Bilingurr,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:67
Western Australia,Bindi Bindi,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:68
Western Australia,Bindoon,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:69
Western Australia,Binningup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:70
Western Australia,Bluff Point,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:71
Western Australia,Boddington,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:72
Western Australia,Bolgart,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:73
Western Australia,Bonniefield,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:74
Western Australia,Boodarie,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:75
Western Australia,Booragoon,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:76
Western Australia,Boranup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:77
Western Australia,Boulder,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:78
Western Australia,Bouvard,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:79
Western Australia,Bovell,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:80
Western Australia,Bowes,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:81
Western Australia,Boya,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:82
Western Australia,Boyanup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:83
Western Australia,Boyup Brook,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:84
Western Australia,Bremer Bay,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:85
Western Australia,Brentwood ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:86
Western Australia,Bridgetown,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:87
Western Australia,Brigadoon,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:88
Western Australia,Broadwater ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:89
Western Australia,Broadwood,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:90
Western Australia,Brockman,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:91
Western Australia,Brookdale ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:92
Western Australia,Brookhampton,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:93
Western Australia,Brookton,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:94
Western Australia,Broome,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:95
Western Australia,Broomehill East,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:96
Western Australia,Broomehill Village,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:97
Western Australia,Broomehill West,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:98
Western Australia,Brown Range,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:99
Western Australia,Bruce Rock,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:100
Western Australia,Brunswick ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:101
Western Australia,Bulgarra,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:102
Western Australia,Bull Creek ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:103
Western Australia,Bullaring,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:104
Western Australia,Bullfinch,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:105
Western Australia,Bullsbrook,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:106
Western Australia,Bunbury ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:107
Western Australia,Bunjil,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:108
Western Australia,Buntine,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:109
Western Australia,Burekup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:110
Western Australia,Burns Beach,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:111
Western Australia,Burracoppin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:112
Western Australia,Burrup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:113
Western Australia,Burswood,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:114
Western Australia,Busselton,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:115
Western Australia,Butler ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:116
Western Australia,Byford,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:117
Western Australia,Cable Beach,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:118
Western Australia,Cadoux,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:119
Western Australia,Calingiri,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:120
Western Australia,Calista,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:121
Western Australia,Camballin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:122
Western Australia,Camillo,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:123
Western Australia,Canna,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:124
Western Australia,Canning Mills,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:125
Western Australia,Canning Vale,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:126
Western Australia,Cannington,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:127
Western Australia,Cape Burney,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:128
Western Australia,Capel,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:129
Western Australia,Carabooda,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:130
Western Australia,Carbunup River,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:131
Western Australia,Cardiff ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:132
Western Australia,Cardup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:133
Western Australia,Carey Park,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:134
Western Australia,Carine,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:135
Western Australia,Carlisle,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:136
Western Australia,Carmel,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:137
Western Australia,Carnamah,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:138
Western Australia,Carnarvon,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:139
Western Australia,Carramar ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:140
Western Australia,Carrarang,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:141
Western Australia,Castletown,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:142
Western Australia,Casuarina ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:143
Western Australia,Catterick,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:144
Western Australia,Caversham,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:145
Western Australia,Centennial Park ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:146
Western Australia,Cervantes,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:147
Western Australia,Chadwick,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:148
Western Australia,Champion Lakes,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:149
Western Australia,Changerup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:150
Western Australia,Chapman Hill,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:151
Western Australia,Chidlow,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:152
Western Australia,Chittering,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:153
Western Australia,Churchlands,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:154
Western Australia,City Beach,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:155
Western Australia,Clackline,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:156
Western Australia,Claremont ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:157
Western Australia,Clarkson,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:158
Western Australia,Cloverdale,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:159
Western Australia,Cockburn Central,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:160
Western Australia,College Grove,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:161
Western Australia,Collie ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:162
Western Australia,Collingwood Heights,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:163
Western Australia,Collingwood Park ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:164
Western Australia,Como ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:165
Western Australia,Condingup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:166
Western Australia,Connolly,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:167
Western Australia,Coodanup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:168
Western Australia,Coogee ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:169
Western Australia,Cookernup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:170
Western Australia,Cooladar Hill,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:171
Western Australia,Coolbellup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:172
Western Australia,Coolbinia,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:173
Western Australia,Coolgardie ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:174
Western Australia,Cooloongup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:175
Western Australia,Coolup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:176
Western Australia,Coomalbidgup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:177
Western Australia,Coondle,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:178
Western Australia,Coorow,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:179
Western Australia,Coral Bay,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:180
Western Australia,Corrigin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:181
Western Australia,Cosmo Newbery,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:182
Western Australia,Cottesloe,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:183
Western Australia,Cowaramup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:184
Western Australia,Craigie ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:185
Western Australia,Cranbrook ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:186
Western Australia,Crawley,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:187
Western Australia,Cuballing,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:188
Western Australia,Cue,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:189
Western Australia,Cullacabardee,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:190
Western Australia,Cundeelee,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:191
Western Australia,Cunderdin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:192
Western Australia,Currambine,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:193
Western Australia,Cuthbert,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:194
Western Australia,Daglish,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:195
Western Australia,Dale,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:196
Western Australia,Dalkeith,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:197
Western Australia,Dalwallinu,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:198
Western Australia,Dalyellup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:199
Western Australia,Dampier,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:200
Western Australia,Dampier Peninsula,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:201
Western Australia,Dandaragan,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:202
Western Australia,Dangin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:203
Western Australia,Darch,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:204
Western Australia,Dardanup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:205
Western Australia,Dardanup West,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:206
Western Australia,Darkan,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:207
Western Australia,Darling Downs,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:208
Western Australia,Darlington ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:209
Western Australia,Davenport ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:210
Western Australia,Dawesville,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:211
Western Australia,Deanmill,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:212
Western Australia,Deepdale,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:213
Western Australia,Denham,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:214
Western Australia,Denmark,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:215
Western Australia,Derby ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:216
Western Australia,Dianella,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:217
Western Australia,Dingup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:218
Western Australia,Dinninup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:219
Western Australia,Djugun,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:220
Western Australia,Dongara,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:221
Western Australia,Donnybrook ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:222
Western Australia,Doubleview,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:223
Western Australia,Dowerin,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:224
Western Australia,Drummond Cove,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:225
Western Australia,Dudley Park ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:226
Western Australia,Dumbarton,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:227
Western Australia,Dumberning,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:228
Western Australia,Dumbleyung,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:229
Western Australia,Duncraig,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:230
Western Australia,Dunsborough,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:231
Western Australia,Durack ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:232
Western Australia,Dwellingup,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:233
Western Australia,Eagle Bay,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:234
Western Australia,East Bunbury,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:235
Western Australia,East Cannington,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:236
Western Australia,East Carnarvon,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:237
Western Australia,East Fremantle,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:238
Western Australia,East Perth,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:239
Western Australia,East Pingelly,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:240
Western Australia,East Rockingham,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:241
Western Australia,East Victoria Park,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:242
Western Australia,Eastbrook,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:243
Western Australia,Eaton ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:244
Western Australia,Eden Hill,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:245
Western Australia,Edgewater,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:246
Western Australia,Elgin ,0,0,0,0,0,0,0,0,0,0,0,2021-07-18 08:36:47.865692+00:247
